pid,param1,param2,param3,param4
100067093969,包装,包装,包装清单,显卡*1
100067093969,规格,规格,电源接口,其他
100067093969,规格,特性,建议电源,700W以上
100067093969,规格,特性,系列,技嘉 魔鹰 (GAMING)
100067093969,规格,特性,产品尺寸,长302mm；宽130mm；高56mm
100067093969,规格,特性,显卡长度,30.2cm
100067093969,规格,核心,核心频率,其他
10088706067632,包装,包装,包装清单,显卡X1
10088706067632,规格,规格,电源接口,其他
10088706067632,规格,特性,建议电源,300W以上
10088706067632,规格,特性,系列,影驰 虎将
10088706067632,规格,核心,核心品牌,NVIDIA
10088706067632,规格,核心,核心频率,其他
100055037842,包装,包装,包装清单,显卡 x1 说明书 x1
100055037842,规格,规格,电源接口,8pin x 1
100055037842,规格,特性,系列,七彩虹 Ultra
100055037842,规格,特性,显卡长度,25.5cm
100055037842,规格,特性,建议电源,550W以上
100055037842,规格,核心,核心频率,其他
10098361051791,包装,包装,包装清单,暂无
10098361051791,规格,规格,风扇调速,不支持调速
10098361051791,规格,规格,电源接口,8pin x 1
10098361051791,规格,特性,建议电源,450W以上
10098361051791,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10098361051791,规格,特性,显卡长度,15.8cm
10098361051791,规格,核心,流处理单元,1408
10098361051791,规格,核心,核心频率,其他
10055291156245,包装,包装,包装清单,暂无
10055291156245,规格,特性,建议电源,400W以上
10055291156245,规格,特性,显卡长度,22.7cm
10055291156245,规格,特性,系列,七彩虹 灵动鲨
10055291156245,规格,特性,产品尺寸,长227mm；宽128mm；高42mm
10055291156245,规格,核心,核心频率,1500/1725MHz
10055291156245,规格,显存,是否支持显卡交火,不支持显卡交火
10055291156245,规格,规格,电源接口,无
100043914118,包装,包装,包装清单,显卡 × 1 说明书 × 1
100043914118,规格,规格,电源接口,无
100043914118,规格,规格,风扇调速,不支持调速
100043914118,规格,特性,产品尺寸,长150mm；宽110mm；高26mm
100043914118,规格,特性,建议电源,300W以上
100043914118,规格,特性,系列,昂达 典范
100043914118,规格,特性,显卡长度,15cm
100043914118,规格,核心,流处理单元,160
100043914118,规格,核心,核心频率,其他
10098292832464,包装,包装,包装清单,显卡+赠品
10098292832464,规格,规格,电源接口,8pin x 1
10098292832464,规格,特性,建议电源,450W以上
10098292832464,规格,特性,系列,盈通 大地之神
10098292832464,规格,核心,核心品牌,NVIDIA
10098292832464,规格,核心,核心频率,950Mhz
10097252010513,包装,包装,包装清单,暂无
10097252010513,规格,规格,电源接口,8pin x 1
10097252010513,规格,特性,建议电源,600W以上
10097252010513,规格,特性,显卡长度,226cm
10097252010513,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10097252010513,规格,核心,流处理单元,3584
10097252010513,规格,核心,核心频率,1320/1777MHz
100032161838,包装,包装,包装清单,显卡*1
100032161838,规格,规格,电源接口,6pin x 1
100032161838,规格,特性,建议电源,400W以上
100032161838,规格,特性,显卡长度,19.2cm
100032161838,规格,特性,产品尺寸,长192mm；宽117mm；高38mm
100032161838,规格,特性,系列,技嘉 猎鹰 (EAGLE)
100032161838,规格,核心,核心频率,其他
10077862163985,包装,包装,包装清单,暂无
10077862163985,规格,规格,电源接口,8pin x 1
10077862163985,规格,特性,建议电源,500W以上
10077862163985,规格,特性,显卡长度,34cm
10077862163985,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10077862163985,规格,核心,核心频率,其他
10090025045235,包装,包装,包装清单,暂无
10090025045235,规格,规格,电源接口,8pin x 1
10090025045235,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10090025045235,规格,特性,建议电源,450W以上
10090025045235,规格,核心,核心频率,其他
10090025045235,规格,核心,核心品牌,NVIDIA
100017905037,包装,包装,包装清单,显卡 × 1 质保卡× 1
100017905037,规格,特性,显卡长度,24cm
100017905037,规格,特性,产品尺寸,长240mm；宽112mm；高40mm
100017905037,规格,特性,系列,盈通 大地之神
100017905037,规格,特性,建议电源,500W以上
100017905037,规格,规格,电源接口,6pin x 1
100017905037,规格,规格,风扇调速,支持调速
100017905037,规格,显存,显存频率,其他
100017905037,规格,显存,是否支持显卡交火,不支持显卡交火
100017905037,规格,核心,流处理单元,1024
100017905037,规格,核心,芯片制程,6纳米
100017905037,规格,核心,核心频率,2610-2815MHz
10086628753135,包装,包装,包装清单,暂无
10086628753135,规格,规格,电源接口,6pin x 1
10086628753135,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10086628753135,规格,特性,建议电源,300W以上
10086628753135,规格,核心,核心频率,其他
10086628753135,规格,核心,核心品牌,NVIDIA
100082407764,包装,包装,包装清单,显卡*1
100082407764,规格,规格,电源接口,8pin x 1
100082407764,规格,特性,产品尺寸,长202mm；宽120mm；高40mm
100082407764,规格,特性,显卡长度,20.2cm
100082407764,规格,特性,建议电源,500W以上
100082407764,规格,特性,系列,华硕 DUAL (雪豹)
100082407764,规格,核心,核心频率,其他
11157075796,包装,包装,包装清单,显卡*1，质保说明书*1
11157075796,规格,特性,建议电源,550W以上
11157075796,规格,特性,系列,铭影 战将
11157075796,规格,特性,显卡长度,24cm
11157075796,规格,规格,风扇调速,不支持调速
11157075796,规格,规格,电源接口,其他
11157075796,规格,显存,是否支持显卡交火,不支持显卡交火
11157075796,规格,核心,核心频率,1470MHz
11157075796,规格,核心,芯片制程,16纳米
10079375635159,包装,包装,包装清单,暂无
10079375635159,规格,规格,电源接口,8pin x 1
10079375635159,规格,特性,建议电源,650W以上
10079375635159,规格,特性,显卡长度,32.5cm
10079375635159,规格,特性,产品尺寸,长325mm；宽134mm；高48mm
10079375635159,规格,特性,系列,七彩虹 Ultra
10079375635159,规格,核心,核心频率,其他
10090862979282,包装,包装,包装清单,暂无
10069523433367,包装,包装,包装清单,暂无
10069523433367,规格,规格,电源接口,8pin x 2
10069523433367,规格,特性,建议电源,550W以上
10069523433367,规格,特性,显卡长度,31cm
10069523433367,规格,特性,系列,七彩虹 Ultra
10069523433367,规格,特性,产品尺寸,长310mm；宽131.5mm；高60mm
10069523433367,规格,核心,核心频率,其他
10083941743002,包装,包装,包装清单,暂无
10083941743002,规格,规格,电源接口,8pin+6pin
10083941743002,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10083941743002,规格,特性,建议电源,450W以上
10083941743002,规格,核心,核心频率,其他
10083941743002,规格,核心,核心品牌,NVIDIA
10097659281613,包装,包装,包装清单,暂无
10097659281613,规格,特性,建议电源,300W以上
10097659281613,规格,特性,产品尺寸,长222mm；宽115mm；高40mm
10097659281613,规格,特性,显卡长度,22.2cm
10097659281613,规格,特性,系列,铭瑄 终结者
10097659281613,规格,核心,芯片制程,8纳米
10097659281613,规格,核心,核心频率,1042/1470MHz
10097659281613,规格,显存,是否支持显卡交火,不支持显卡交火
10097659281613,规格,规格,风扇调速,不支持调速
10097659281613,规格,规格,电源接口,无
10095405622468,包装,包装,包装清单,暂无
10095405622468,规格,规格,电源接口,16pin x 1
10095405622468,规格,特性,建议电源,650W以上
10095405622468,规格,特性,产品尺寸,长313.5mm；宽118.8mm；高50.5mm
10095405622468,规格,特性,显卡长度,31.35cm
10095405622468,规格,特性,系列,七彩虹 Ultra
10095405622468,规格,核心,核心频率,其他
100029502347,包装,包装,包装清单,显卡*1 说明书*1
100029502347,规格,特性,显卡长度,22.2cm
100029502347,规格,特性,产品尺寸,长222mm；宽114mm；高42mm
100029502347,规格,特性,建议电源,400W以上
100029502347,规格,特性,系列,英特尔 锐炫
100029502347,规格,规格,电源接口,8pin x 1
100029502347,规格,规格,风扇调速,不支持调速
100029502347,规格,显存,显存频率,其他
100029502347,规格,核心,核心频率,其他
100052317124,包装,包装,包装清单,显卡*1 说明书*1 保修卡*1
100052317124,规格,规格,电源接口,8pin x 1
100052317124,规格,特性,建议电源,550W以上
100052317124,规格,特性,显卡长度,24.7cm
100052317124,规格,特性,系列,微星 魔龙X (GAMING X)
100052317124,规格,核心,核心频率,其他
10097034360372,包装,包装,包装清单,暂无
10097034360372,规格,规格,电源接口,8pin x 1
10097034360372,规格,特性,建议电源,500W以上
10097034360372,规格,特性,系列,索泰 月白
10097034360372,规格,特性,产品尺寸,长239mm；宽115mm；高44mm
10097034360372,规格,特性,显卡长度,23.9cm
10097034360372,规格,核心,核心频率,1830-2460MHz
10099474623010,包装,包装,包装清单,暂无
10099474623010,规格,特性,建议电源,450W以上
10099474623010,规格,特性,显卡长度,17cm
10099474623010,规格,特性,系列,七彩虹 黄金版
10099474623010,规格,核心,核心频率,其他
10099474623010,规格,显存,是否支持显卡交火,不支持显卡交火
10099474623010,规格,规格,电源接口,无
100071651359,包装,包装,包装清单,显卡*1 说明书*1 保修卡*1
100071651359,规格,规格,电源接口,8pin x 1
100071651359,规格,特性,建议电源,550W以上
100071651359,规格,特性,显卡长度,24.7cm
100071651359,规格,特性,系列,微星 魔龙X (GAMING X)
100071651359,规格,核心,核心频率,2595MHz
100042726385,包装,包装,包装清单,显卡*1
100042726385,规格,规格,电源接口,8pin x 2
100042726385,规格,规格,风扇调速,不支持调速
100042726385,规格,特性,建议电源,650W以上
100042726385,规格,特性,系列,英特尔 锐炫
100042726385,规格,特性,显卡长度,30cm
100042726385,规格,特性,产品尺寸,长300mm；宽118mm；高50mm
100042726385,规格,核心,芯片制程,6纳米
100042726385,规格,核心,核心频率,其他
100037768696,包装,包装,包装清单,显卡*1 质保卡*1
100037768696,规格,特性,建议电源,450W以上
100037768696,规格,特性,产品尺寸,长145mm
100037768696,规格,特性,显卡长度,14.5cm
100037768696,规格,特性,系列,铭瑄 重锤
100037768696,规格,规格,电源接口,无
100037768696,规格,显存,显存频率,其他
100037768696,规格,显存,是否支持显卡交火,不支持显卡交火
100037768696,规格,核心,芯片制程,40纳米
100037768696,规格,核心,核心频率,其他
10070528265194,包装,包装,包装清单,暂无
10070528265194,规格,规格,风扇调速,支持调速
10070528265194,规格,规格,电源接口,无
10070528265194,规格,特性,建议电源,300W以上
10070528265194,规格,特性,系列,影驰 大将
10070528265194,规格,特性,显卡长度,19.6cm
10070528265194,规格,特性,产品尺寸,长196mm；宽112mm；高36mm
10070528265194,规格,核心,核心频率,1815MHz
100058595041,包装,包装,包装清单,显卡 x1 说明书 x1
100058595041,规格,规格,电源接口,8pin x 1
100058595041,规格,特性,系列,七彩虹 AD (Advanced)
100058595041,规格,特性,建议电源,650W以上
100058595041,规格,特性,显卡长度,31.8cm
100058595041,规格,核心,核心频率,其他
100090115494,包装,包装,包装清单,显卡*1 说明书*1 保修卡*1 2*8pin转接线*1 显卡支架*1
100090115494,规格,规格,电源接口,16pin x 1
100090115494,规格,特性,建议电源,700W以上
100090115494,规格,特性,显卡长度,30.8cm
100090115494,规格,特性,系列,微星 万图师 (VENTUS)
100090115494,规格,核心,核心频率,其他
100062161917,包装,包装,包装清单,显卡*1
100062161917,规格,特性,产品尺寸,长253mm；宽115mm；高42mm
100062161917,规格,特性,建议电源,650W以上
100062161917,规格,特性,系列,英特尔 锐炫
100062161917,规格,特性,显卡长度,253cm
100062161917,规格,规格,电源接口,8pin x 2
100062161917,规格,规格,风扇调速,不支持调速
100062161917,规格,显存,显存频率,其他
100062161917,规格,显存,是否支持显卡交火,不支持显卡交火
100062161917,规格,核心,芯片制程,6纳米
100062161917,规格,核心,核心频率,2050MHz
10038513738271,包装,包装,包装清单,显卡*1
10038513738271,规格,特性,建议电源,550W以上
10038513738271,规格,特性,显卡长度,28.2cm
10038513738271,规格,特性,系列,技嘉 猎鹰 (EAGLE)
10038513738271,规格,规格,风扇调速,支持调速
10038513738271,规格,规格,电源接口,8pin x 1
10038513738271,规格,显存,是否支持显卡交火,不支持显卡交火
10038513738271,规格,核心,核心频率,其他
10047885477006,包装,包装,包装清单,暂无
10047885477006,规格,规格,电源接口,8pin x 1
10047885477006,规格,特性,系列,华硕 ROG STRIX LC
10047885477006,规格,特性,建议电源,550W以上
10047885477006,规格,核心,核心频率,其他
10047885477006,规格,核心,核心品牌,NVIDIA
100053100273,包装,包装,包装清单,显卡 × 1 说明书 × 1
100053100273,规格,特性,显卡长度,17cm
100053100273,规格,特性,产品尺寸,长170mm；宽110mm；高37mm
100053100273,规格,特性,建议电源,300W以上
100053100273,规格,特性,系列,昂达 典范
100053100273,规格,规格,电源接口,无
100053100273,规格,规格,风扇调速,不支持调速
100053100273,规格,显存,是否支持显卡交火,不支持显卡交火
100053100273,规格,核心,芯片制程,14纳米
100053100273,规格,核心,流处理单元,512
100053100273,规格,核心,核心频率,其他
10079214682795,包装,包装,包装清单,暂无
10079214682795,规格,规格,电源接口,8pin x 1
10079214682795,规格,特性,建议电源,550W以上
10079214682795,规格,特性,系列,铭瑄 瑷珈
10079214682795,规格,特性,产品尺寸,长252mm；宽124mm；高41mm
10079214682795,规格,特性,显卡长度,252cm
10079214682795,规格,核心,核心频率,其他
100067136037,包装,包装,包装清单,显卡*1
100067136037,规格,规格,电源接口,8pin x 2
100067136037,规格,规格,风扇调速,支持调速
100067136037,规格,特性,建议电源,700W以上
100067136037,规格,特性,系列,讯景 (XFX) 海外版
100067136037,规格,特性,显卡长度,33.5cm
100067136037,规格,核心,核心频率,2250-2655MHz
10093486595147,包装,包装,包装清单,暂无
10093486595147,规格,规格,电源接口,8pin+6pin
10093486595147,规格,特性,建议电源,650W以上
10093486595147,规格,特性,显卡长度,28cm
10093486595147,规格,特性,系列,雷索 天神
10093486595147,规格,核心,核心频率,其他
100091041311,包装,包装,包装清单,显卡*1、说明卡片*1
100091041311,规格,特性,系列,铭瑄 变形金刚
100091041311,规格,特性,建议电源,400W以上
100091041311,规格,特性,显卡长度,19.2cm
100091041311,规格,特性,产品尺寸,长192mm；宽111mm；高36mm
100091041311,规格,规格,电源接口,无
100091041311,规格,规格,风扇调速,支持调速
100091041311,规格,显存,是否支持显卡交火,不支持显卡交火
100091041311,规格,核心,芯片制程,8纳米
100091041311,规格,核心,核心频率,其他
10020209171449,包装,包装,包装清单,暂无
10020209171449,规格,特性,建议电源,300W以上
10020209171449,规格,特性,显卡长度,23cm
10020209171449,规格,核心,核心频率,其他
10020209171449,规格,显存,是否支持显卡交火,不支持显卡交火
10020209171449,规格,规格,风扇调速,不支持调速
10020209171449,规格,规格,电源接口,无
100053063406,包装,包装,包装清单,显卡*1 质保卡*1
100053063406,规格,特性,系列,盈通 (yeston) 极速版
100053063406,规格,特性,建议电源,650W以上
100053063406,规格,特性,显卡长度,16.7cm
100053063406,规格,特性,产品尺寸,长167mm；宽111mm；高40mm
100053063406,规格,规格,电源接口,6pin x 1
100053063406,规格,规格,风扇调速,支持调速
100053063406,规格,显存,是否支持显卡交火,不支持显卡交火
100053063406,规格,核心,流处理单元,1024
100053063406,规格,核心,芯片制程,6纳米
100053063406,规格,核心,核心频率,2610-2815MHz
10087803740827,包装,包装,包装清单,暂无
10087803740827,规格,规格,电源接口,8pin x 2
10087803740827,规格,特性,建议电源,700W以上
10087803740827,规格,特性,产品尺寸,长320mm；宽129mm；高53mm
10087803740827,规格,特性,显卡长度,32cm
10087803740827,规格,特性,系列,蓝宝石 白金
10087803740827,规格,核心,核心频率,其他
10061392352098,包装,包装,包装清单,显卡+赠品
10061392352098,规格,规格,电源接口,8pin x 1
10061392352098,规格,特性,建议电源,450W以上
10061392352098,规格,特性,系列,盈通 大地之神
10061392352098,规格,核心,核心品牌,NVIDIA
10061392352098,规格,核心,核心频率,950Mhz
10026118345213,包装,包装,包装清单,显卡*1
10026118345213,规格,特性,建议电源,300W以上
10026118345213,规格,特性,系列,技嘉 风神
10026118345213,规格,特性,显卡长度,15cm
10026118345213,规格,规格,风扇调速,不支持调速
10026118345213,规格,规格,电源接口,无
10026118345213,规格,显存,是否支持显卡交火,不支持显卡交火
10026118345213,规格,核心,芯片制程,28纳米
10026118345213,规格,核心,流处理单元,192
10024995451962,包装,包装,包装清单,暂无
10024995451962,规格,特性,建议电源,450W以上
10024995451962,规格,特性,产品尺寸,长312.5mm；宽118.8mm；高50.5mm
10024995451962,规格,特性,系列,七彩虹 战斧
10024995451962,规格,特性,显卡长度,31cm
10024995451962,规格,核心,核心频率,1830/boost 2460MHz
10024995451962,规格,核心,流处理单元,3072
10024995451962,规格,显存,是否支持显卡交火,不支持显卡交火
10024995451962,规格,规格,风扇调速,支持调速
10024995451962,规格,规格,电源接口,8pin x 1
100057657097,包装,包装,包装清单,显卡*1
100057657097,规格,规格,电源接口,8pin x 2
100057657097,规格,规格,风扇调速,不支持调速
100057657097,规格,特性,建议电源,650W以上
100057657097,规格,特性,系列,英特尔 锐炫
100057657097,规格,特性,显卡长度,30cm
100057657097,规格,特性,产品尺寸,长300mm；宽119mm；高50mm
100057657097,规格,核心,芯片制程,6纳米
100057657097,规格,核心,核心频率,其他
10038514319984,包装,包装,包装清单,暂无
10038514319984,规格,特性,建议电源,450W以上
10038514319984,规格,特性,显卡长度,17.6cm
10038514319984,规格,特性,系列,七彩虹 黄金版
10038514319984,规格,核心,核心频率,其他
10038514319984,规格,显存,是否支持显卡交火,不支持显卡交火
10038514319984,规格,规格,电源接口,其他
100062775985,包装,包装,包装清单,显卡*1
100062775985,规格,规格,电源接口,8pin x 1
100062775985,规格,特性,产品尺寸,长281mm；宽53mm；高117mm
100062775985,规格,特性,显卡长度,28.1cm
100062775985,规格,特性,建议电源,500W以上
100062775985,规格,特性,系列,技嘉 魔鹰 (GAMING)
100062775985,规格,核心,核心频率,2595MHz
10071665259103,包装,包装,包装清单,暂无
10071665259103,规格,规格,风扇调速,支持调速
10071665259103,规格,规格,电源接口,6pin x 1
10071665259103,规格,特性,建议电源,300W以上
10071665259103,规格,特性,产品尺寸,长217mm；宽128mm；高42mm
10071665259103,规格,特性,显卡长度,21.7cm
10071665259103,规格,特性,系列,影驰 黑将
10071665259103,规格,核心,核心频率,1590MHz
65560396374,包装,包装,包装清单,暂无
65560396374,规格,规格,风扇调速,支持调速
65560396374,规格,规格,电源接口,6pin x 1
65560396374,规格,特性,建议电源,400W以上
65560396374,规格,特性,显卡长度,22.5cm
65560396374,规格,特性,系列,技嘉 魔鹰 (GAMING)
65560396374,规格,核心,核心频率,其他
100083320999,包装,包装,包装清单,显卡*1
100083320999,规格,规格,电源接口,8pin x 1
100083320999,规格,特性,产品尺寸,长269mm；宽120mm；高50mm
100083320999,规格,特性,系列,华硕 ATS (巨齿鲨)
100083320999,规格,特性,显卡长度,26.9cm
100083320999,规格,特性,建议电源,550W以上
100083320999,规格,核心,核心频率,其他
100059135484,包装,包装,包装清单,显卡*1
100059135484,规格,规格,电源接口,8pin x 1
100059135484,规格,特性,产品尺寸,长227.2mm；宽123.24mm；高49.6mm
100059135484,规格,特性,显卡长度,22.7cm
100059135484,规格,特性,建议电源,650W以上
100059135484,规格,特性,系列,华硕 DUAL (雪豹)
100059135484,规格,核心,核心频率,其他
10068695730818,包装,包装,包装清单,暂无
10068695730818,规格,规格,电源接口,6pin x 1
10068695730818,规格,特性,系列,AMD 公版卡
10068695730818,规格,特性,建议电源,300W以上
10068695730818,规格,核心,核心品牌,AMD
10068695730818,规格,核心,核心频率,1127MHz
100056046140,包装,包装,包装清单,显卡*1
100056046140,规格,规格,电源接口,8pin x 1
100056046140,规格,特性,建议电源,450W以上
100056046140,规格,特性,产品尺寸,长192mm；宽120mm；高41mm
100056046140,规格,特性,显卡长度,19.2cm
100056046140,规格,特性,系列,技嘉 风魔 (WindForce)
100056046140,规格,核心,核心频率,2460MHz
10095921158157,包装,包装,包装清单,暂无
10095921158157,规格,特性,建议电源,550W以上
10095921158157,规格,特性,系列,七彩虹 Ultra
10095921158157,规格,特性,显卡长度,32.5cm
10095921158157,规格,核心,流处理单元,3072
10095921158157,规格,核心,芯片制程,5纳米
10095921158157,规格,核心,核心频率,其他
10095921158157,规格,显存,是否支持显卡交火,不支持显卡交火
10095921158157,规格,规格,电源接口,8pin x 1
10099079355002,包装,包装,包装清单,暂无
10099079355002,规格,特性,建议电源,650W以上
10099079355002,规格,特性,显卡长度,24cm
10099079355002,规格,特性,系列,雷索 战神
10099079355002,规格,核心,流处理单元,2560
10099079355002,规格,核心,芯片制程,7纳米
10099079355002,规格,核心,核心频率,2580MHz
10099079355002,规格,显存,是否支持显卡交火,不支持显卡交火
10099079355002,规格,显存,显存频率,其他
10099079355002,规格,规格,风扇调速,支持调速
10099079355002,规格,规格,电源接口,8pin x 1
100038081441,包装,包装,包装清单,显卡*1 说明书*1
100038081441,规格,特性,建议电源,300W以上
100038081441,规格,特性,系列,英特尔 锐炫
100038081441,规格,特性,显卡长度,22.1cm
100038081441,规格,特性,产品尺寸,长221mm；宽120mm；高42mm
100038081441,规格,规格,电源接口,无
100038081441,规格,规格,风扇调速,不支持调速
100038081441,规格,显存,显存频率,其他
100038081441,规格,核心,芯片制程,6纳米
100038081441,规格,核心,核心频率,其他
100083321007,包装,包装,包装清单,显卡*1
100083321007,规格,规格,电源接口,8pin x 1
100083321007,规格,特性,建议电源,650W以上
100083321007,规格,特性,显卡长度,20.2cm
100083321007,规格,特性,产品尺寸,长202mm；宽120mm；高40.1mm
100083321007,规格,特性,系列,华硕 DUAL (雪豹)
100083321007,规格,核心,核心频率,其他
10057765385535,包装,包装,包装清单,暂无
10057765385535,规格,规格,电源接口,6pin x 1
10057765385535,规格,特性,建议电源,300W以上
10057765385535,规格,特性,产品尺寸,长179mm；宽112mm；高42mm
10057765385535,规格,特性,系列,微星 万图师 (VENTUS)
10057765385535,规格,特性,显卡长度,18cm
10057765385535,规格,核心,核心频率,其他
10057765385535,规格,核心,流处理单元,1408
10093833806467,包装,包装,包装清单,暂无
10093833806467,规格,规格,电源接口,8pin+6pin
10093833806467,规格,特性,建议电源,400W以上
10093833806467,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10093833806467,规格,核心,核心频率,1417MHz
10093833806467,规格,核心,核心品牌,NVIDIA
10076155580252,包装,包装,包装清单,暂无
10076155580252,规格,规格,电源接口,8pin x 1
10076155580252,规格,特性,建议电源,550W以上
10076155580252,规格,特性,显卡长度,28.1cm
10076155580252,规格,特性,系列,技嘉 魔鹰 (GAMING)
10076155580252,规格,核心,流处理单元,4096
10076155580252,规格,核心,核心频率,其他
10077027440648,包装,包装,包装清单,显卡*1
10077027440648,规格,特性,建议电源,600W以上
10077027440648,规格,特性,产品尺寸,长242mm；宽106mm；高46mm
10077027440648,规格,特性,显卡长度,24.2cm
10077027440648,规格,特性,系列,盈通 大地之神
10077027440648,规格,核心,流处理单元,2048
10077027440648,规格,核心,核心频率,2410-2635MHz
10077027440648,规格,核心,芯片制程,7纳米
10077027440648,规格,显存,是否支持显卡交火,不支持显卡交火
10077027440648,规格,规格,风扇调速,支持调速
10077027440648,规格,规格,电源接口,8pin x 1
100017885277,包装,包装,包装清单,显卡*1
100017885277,规格,规格,电源接口,6pin x 1
100017885277,规格,特性,产品尺寸,长201mm；宽128mm；高40mm
100017885277,规格,特性,显卡长度,20.1cm
100017885277,规格,特性,建议电源,500W以上
100017885277,规格,特性,系列,华硕 DUAL (雪豹)
100017885277,规格,核心,核心频率,其他
100022937674,包装,包装,包装清单,显卡*1 说明书*1
100022937674,规格,特性,显卡长度,18.6cm
100022937674,规格,特性,产品尺寸,长186mm；宽111mm；高35mm
100022937674,规格,特性,建议电源,300W以上
100022937674,规格,特性,系列,铭瑄 重锤
100022937674,规格,规格,电源接口,无
100022937674,规格,显存,是否支持显卡交火,不支持显卡交火
100022937674,规格,显存,显存频率,1600MHz
100022937674,规格,核心,芯片制程,28纳米
100022937674,规格,核心,核心频率,其他
10088350274580,包装,包装,包装清单,暂无
10088350274580,规格,规格,电源接口,8pin x 1
10088350274580,规格,特性,建议电源,500W以上
10088350274580,规格,特性,显卡长度,28.8cm
10088350274580,规格,特性,产品尺寸,长28.8mm；宽11.6mm；高4.5mm
10088350274580,规格,特性,系列,索泰 X-GAMING
10088350274580,规格,核心,核心频率,1830-2460MHz
10086015992254,包装,包装,包装清单,暂无
10086015992254,规格,特性,建议电源,400W以上
10086015992254,规格,特性,系列,七彩虹 战斧
10086015992254,规格,特性,产品尺寸,长222mm；宽126mm；高42mm
10086015992254,规格,特性,显卡长度,22.2cm
10086015992254,规格,核心,核心频率,其他
10086015992254,规格,显存,是否支持显卡交火,不支持显卡交火
10086015992254,规格,规格,风扇调速,支持调速
10086015992254,规格,规格,电源接口,8pin x 1
10087904188433,包装,包装,包装清单,暂无
10087904188433,规格,规格,电源接口,8pin+6pin
10087904188433,规格,特性,建议电源,550W以上
10087904188433,规格,特性,系列,技嘉 猎鹰 (EAGLE)
10087904188433,规格,特性,显卡长度,28.2cm
10087904188433,规格,核心,核心频率,其他
100022014706,包装,包装,包装清单,显卡*1
100022014706,规格,规格,电源接口,8pin x 1
100022014706,规格,特性,显卡长度,20cm
100022014706,规格,特性,建议电源,650W以上
100022014706,规格,特性,系列,华硕 DUAL (雪豹)
100022014706,规格,核心,核心频率,其他
10091828594325,包装,包装,包装清单,严格按照快递标准多层严实包装，保证运输没问题
10091828594325,规格,规格,电源接口,其他
10091828594325,规格,特性,建议电源,300W以上
10091828594325,规格,特性,系列,影驰 战将
10091828594325,规格,核心,核心品牌,NVIDIA
10091828594325,规格,核心,核心频率,其他
100040060426,包装,包装,包装清单,显卡*1
100040060426,规格,规格,电源接口,16pin x 1
100040060426,规格,特性,建议电源,700W以上
100040060426,规格,特性,系列,华硕 TUF GAMING (电竞特工)
100040060426,规格,特性,显卡长度,31cm
100040060426,规格,核心,核心频率,其他
10090025045231,包装,包装,包装清单,暂无
10090025045231,规格,规格,电源接口,8pin x 1
10090025045231,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10090025045231,规格,特性,建议电源,450W以上
10090025045231,规格,核心,核心频率,其他
10090025045231,规格,核心,核心品牌,NVIDIA
100086205733,包装,包装,包装清单,显卡*1
100086205733,规格,规格,电源接口,16pin x 1
100086205733,规格,特性,产品尺寸,长269mm；宽120mm；高50mm
100086205733,规格,特性,建议电源,750W以上
100086205733,规格,特性,系列,华硕 ATS (巨齿鲨)
100086205733,规格,特性,显卡长度,26.9cm
100086205733,规格,核心,核心频率,其他
10098593826122,包装,包装,包装清单,暂无
10098593826122,规格,特性,建议电源,650W以上
10098593826122,规格,特性,显卡长度,320cm
10098593826122,规格,特性,系列,蓝宝石 白金
10098593826122,规格,核心,核心频率,其他
10098593826122,规格,核心,芯片制程,7纳米
10098593826122,规格,显存,是否支持显卡交火,不支持显卡交火
10098593826122,规格,规格,风扇调速,支持调速
10098593826122,规格,规格,电源接口,8pin x 1
100107143254,包装,包装,包装清单,显卡*1+电源*1
100107143254,规格,规格,电源接口,16pin x 1
100107143254,规格,特性,建议电源,700W以上
100107143254,规格,特性,显卡长度,30cm
100107143254,规格,特性,系列,技嘉 魔鹰 (GAMING)
100107143254,规格,核心,核心频率,2565MHz
21587994384,包装,包装,包装清单,暂无
21587994384,规格,特性,建议电源,450W以上
21587994384,规格,特性,系列,英伟达 (NVIDIA) 公版卡
21587994384,规格,特性,显卡长度,25cm
21587994384,规格,规格,风扇调速,不支持调速
21587994384,规格,规格,电源接口,6pin x 1
21587994384,规格,显存,是否支持显卡交火,不支持显卡交火
21587994384,规格,核心,芯片制程,28纳米
21587994384,规格,核心,流处理单元,720
21587994384,规格,核心,核心频率,其他
10083941743000,包装,包装,包装清单,暂无
10083941743000,规格,规格,电源接口,8pin+6pin
10083941743000,规格,特性,系列,英伟达 (NVIDIA) 公版卡
10083941743000,规格,特性,建议电源,450W以上
10083941743000,规格,核心,核心频率,其他
10083941743000,规格,核心,核心品牌,NVIDIA
100067767664,包装,包装,包装清单,显卡*1
100067767664,规格,规格,电源接口,8pin x 1
100067767664,规格,特性,系列,技嘉 风魔 (WindForce)
100067767664,规格,特性,显卡长度,20.1cm
100067767664,规格,特性,建议电源,500W以上
100067767664,规格,特性,产品尺寸,长201mm；宽120mm；高41mm
